Denomination,Year,Monarch,Desc,Variety,Strike Type,Metal,Mintage,,,,,,,,,,,,,,,,,,18
Sixpence,1945,George VI,Cipher,,Business Strike,.500 Silver,39939000,,,,,,,,,,,,,,,,,,
Sixpence,1945,George VI,Cipher,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1946,George VI,Cipher,,Business Strike,.500 Silver,43466000,,,,,,,,,,,,,,,,,,
Sixpence,1946,George VI,Cipher,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Sixpence,1947,George VI,Cipher,,Business Strike,Cu-Ni,29993000,,,,,,,,,,,,,,,,,,
Sixpence,1947,George VI,Cipher,,Proof,Cu-Ni,,,,,,,,,,,,,,,,,,,
Sixpence,1948,George VI,Cipher,,Business Strike,Cu-Ni,88324000,,,,,,,,,,,,,,,,,,
Sixpence,1948,George VI,Cipher,,Proof,Cu-Ni,,,,,,,,,,,,,,,,,,,
Sixpence,1949,George VI,Cipher,,Business Strike,Cu-Ni,41336000,,,,,,,,,,,,,,,,,,
Sixpence,1949,George VI,Cipher,,Proof,Cu-Ni,,,,,,,,,,,,,,,,,,,
Sixpence,1950,George VI,Cipher,,Business Strike,Cu-Ni,32741999,,,,,,,,,,,,,,,,,,
Sixpence,1950,George VI,Cipher,,Proof,Cu-Ni,18000,,,,,,,,,,,,,,,,,,
Sixpence,1950,George VI,Cipher,,Matte Proof,Cu-Ni,,,,,,,,,,,,,,,,,,,
Sixpence,1951,George VI,Cipher,,Business Strike,Cu-Ni,40399000,,,,,,,,,,,,,,,,,,
Sixpence,1951,George VI,Cipher,,Proof,Cu-Ni,20000,,,,,,,,,,,,,,,,,,
Sixpence,1951,George VI,Cipher,,Matte Proof,Cu-Ni,,,,,,,,,,,,,,,,,,,
Sixpence,1952,George VI,Cipher,,Business Strike,Cu-Ni,1012999,,,,,,,,,,,,,,,,,,
Sixpence,1952,George VI,Cipher,,Proof,Cu-Ni,,,,,,,,,,,,,,,,,,,
Sixpence,1953,Elizabeth II,Flora,,Business Strike,Cu-Ni,70324000,,,,,,,,,,,,,,,,,,
Sixpence,1953,Elizabeth II,Flora,,Proof,Cu-Ni,40000,,,,,,,,,,,,,,,,,,
Sixpence,1953,Elizabeth II,Flora,,Matte Proof,Cu-Ni,,,,,,,,,,,,,,,,,,,
Sixpence,1954,Elizabeth II,Flora,,Business Strike,Cu-Ni,105241000,,,,,,,,,,,,,,,,,,
Sixpence,1954,Elizabeth II,Flora,,Proof,Cu-Ni,,,,,,,,,,,,,,,,,,,
Sixpence,1955,Elizabeth II,Flora,,Business Strike,Cu-Ni,109930000,,,,,,,,,,,,,,,,,,
Sixpence,1955,Elizabeth II,Flora,,Proof,Cu-Ni,,,,,,,,,,,,,,,,,,,
Sixpence,1956,Elizabeth II,Flora,,Business Strike,Cu-Ni,109842000,,,,,,,,,,,,,,,,,,
Sixpence,1956,Elizabeth II,Flora,,Proof,Cu-Ni,,,,,,,,,,,,,,,,,,,
Sixpence,1957,Elizabeth II,Flora,,Business Strike,Cu-Ni,105654000,,,,,,,,,,,,,,,,,,
Sixpence,1957,Elizabeth II,Flora,,Proof,Cu-Ni,,,,,,,,,,,,,,,,,,,
Sixpence,1958,Elizabeth II,Flora,,Business Strike,Cu-Ni,123519000,,,,,,,,,,,,,,,,,,
Sixpence,1958,Elizabeth II,Flora,,Proof,Cu-Ni,,,,,,,,,,,,,,,,,,,
Sixpence,1959,Elizabeth II,Flora,,Business Strike,Cu-Ni,93089000,,,,,,,,,,,,,,,,,,
Sixpence,1959,Elizabeth II,Flora,,Proof,Cu-Ni,,,,,,,,,,,,,,,,,,,
Sixpence,1960,Elizabeth II,Flora,,Business Strike,Cu-Ni,103283000,,,,,,,,,,,,,,,,,,
Sixpence,1960,Elizabeth II,Flora,,Proof,Cu-Ni,,,,,,,,,,,,,,,,,,,
Sixpence,1961,Elizabeth II,Flora,,Business Strike,Cu-Ni,115052000,,,,,,,,,,,,,,,,,,
Sixpence,1961,Elizabeth II,Flora,,Proof,Cu-Ni,,,,,,,,,,,,,,,,,,,
Sixpence,1962,Elizabeth II,Flora,,Business Strike,Cu-Ni,166484000,,,,,,,,,,,,,,,,,,
Sixpence,1962,Elizabeth II,Flora,,Proof,Cu-Ni,,,,,,,,,,,,,,,,,,,
Sixpence,1963,Elizabeth II,Flora,,Business Strike,Cu-Ni,120056000,,,,,,,,,,,,,,,,,,
Sixpence,1963,Elizabeth II,Flora,,Proof,Cu-Ni,,,,,,,,,,,,,,,,,,,
Sixpence,1964,Elizabeth II,Flora,,Business Strike,Cu-Ni,152336000,,,,,,,,,,,,,,,,,,
Sixpence,1965,Elizabeth II,Flora,,Business Strike,Cu-Ni,129644000,,,,,,,,,,,,,,,,,,
Sixpence,1966,Elizabeth II,Flora,,Business Strike,Cu-Ni,175676000,,,,,,,,,,,,,,,,,,
Sixpence,1967,Elizabeth II,Flora,,Business Strike,Cu-Ni,240788000,,,,,,,,,,,,,,,,,,
Sixpence,1970,Elizabeth II,Flora,,Proof,Cu-Ni,750000,,,,,,,,,,,,,,,,,,
Shilling,1816,George III,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1817,George III,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1818,George III,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1819,George III,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1820,George III,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1821,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1822,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1823,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1824,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1825,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1826,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1827,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1828,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1829,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1830,George IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1831,William IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1832,William IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1833,William IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1834,William IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1835,William IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1836,William IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1837,William IV,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1838,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1839,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1840,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1841,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1842,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1843,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1844,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1845,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1846,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1847,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1848,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1849,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1850,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1851,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1852,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1853,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1854,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1855,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1856,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1857,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1858,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1859,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1860,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1861,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1862,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1863,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1864,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1865,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1866,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1867,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1868,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1869,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1870,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1871,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1872,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1873,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1874,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1875,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1876,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1877,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1878,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1879,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1880,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1881,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1882,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1883,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1884,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1885,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1886,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1887,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1888,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1889,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1890,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1891,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1892,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1893,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1894,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1895,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1896,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1897,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1898,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1899,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1900,Victoria,,,Business Strike,.925 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1901,Victoria,Crowned Shields,,Business Strike,.925 Silver,3426000,,,,,,,,,,,,,,,,,,
Shilling,1902,Edward VII,Lion on Crown,,Business Strike,.925 Silver,7890000,,,,,,,,,,,,,,,,,,
Shilling,1902,Edward VII,Lion on Crown,,Matte Proof,.925 Silver,15000,,,,,,,,,,,,,,,,,,
Shilling,1903,Edward VII,Lion on Crown,,Business Strike,.925 Silver,2061999,,,,,,,,,,,,,,,,,,
Shilling,1904,Edward VII,Lion on Crown,,Business Strike,.925 Silver,2040000,,,,,,,,,,,,,,,,,,
Shilling,1905,Edward VII,Lion on Crown,,Business Strike,.925 Silver,488000,,,,,,,,,,,,,,,,,,
Shilling,1906,Edward VII,Lion on Crown,,Business Strike,.925 Silver,10791000,,,,,,,,,,,,,,,,,,
Shilling,1907,Edward VII,Lion on Crown,,Business Strike,.925 Silver,14083000,,,,,,,,,,,,,,,,,,
Shilling,1908,Edward VII,Lion on Crown,,Business Strike,.925 Silver,3807000,,,,,,,,,,,,,,,,,,
Shilling,1909,Edward VII,Lion on Crown,,Business Strike,.925 Silver,5665000,,,,,,,,,,,,,,,,,,
Shilling,1910,Edward VII,Lion on Crown,,Business Strike,.925 Silver,26547000,,,,,,,,,,,,,,,,,,
Shilling,1911,George V,Lion on Crown,,Business Strike,.925 Silver,20066000,,,,,,,,,,,,,,,,,,
Shilling,1911,George V,Lion on Crown,,Proof,.925 Silver,6007,,,,,,,,,,,,,,,,,,
Shilling,1912,George V,Lion on Crown,,Business Strike,.925 Silver,15594000,,,,,,,,,,,,,,,,,,
Shilling,1913,George V,Lion on Crown,,Business Strike,.925 Silver,9002000,,,,,,,,,,,,,,,,,,
Shilling,1914,George V,Lion on Crown,,Business Strike,.925 Silver,23416000,,,,,,,,,,,,,,,,,,
Shilling,1915,George V,Lion on Crown,,Business Strike,.925 Silver,39279000,,,,,,,,,,,,,,,,,,
Shilling,1916,George V,Lion on Crown,,Business Strike,.925 Silver,35862000,,,,,,,,,,,,,,,,,,
Shilling,1917,George V,Lion on Crown,,Business Strike,.925 Silver,22203000,,,,,,,,,,,,,,,,,,
Shilling,1918,George V,Lion on Crown,,Business Strike,.925 Silver,34916000,,,,,,,,,,,,,,,,,,
Shilling,1919,George V,Lion on Crown,,Business Strike,.925 Silver,10824000,,,,,,,,,,,,,,,,,,
Shilling,1920,George V,Lion on Crown,,Business Strike,.500 Silver,22825000,,,,,,,,,,,,,,,,,,
Shilling,1921,George V,Lion on Crown,,Business Strike,.500 Silver,22649000,,,,,,,,,,,,,,,,,,
Shilling,1922,George V,Lion on Crown,,Business Strike,.500 Silver,27216000,,,,,,,,,,,,,,,,,,
Shilling,1923,George V,Lion on Crown,,Business Strike,.500 Silver,14575000,,,,,,,,,,,,,,,,,,
Shilling,1924,George V,Lion on Crown,,Business Strike,.500 Silver,9250000,,,,,,,,,,,,,,,,,,
Shilling,1924,George V,Lion on Crown,,Business Strike,.500 Silver,2,,,,,,,,,,,,,,,,,,
Shilling,1925,George V,Lion on Crown,,Business Strike,.500 Silver,5419000,,,,,,,,,,,,,,,,,,
Shilling,1926,George V,Lion on Crown,,Business Strike,.500 Silver,22516000,,,,,,,,,,,,,,,,,,
Shilling,1926,George V,Lion on Crown,Mod Head,Business Strike,.500 Silver,Inc Abv,,,,,,,,,,,,,,,,,,
Shilling,1927,George V,Lion on Crown,Mod Head,Business Strike,.500 Silver,9262000,,,,,,,,,,,,,,,,,,
Shilling,1927,George V,Lion on Crown,,Business Strike,.500 Silver,Inc Abv,,,,,,,,,,,,,,,,,,
Shilling,1927,George V,Lion on Crown,,Proof,.500 Silver,15000,,,,,,,,,,,,,,,,,,
Shilling,1927,George V,Lion on Crown,,Matte Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1928,George V,Lion on Crown,,Business Strike,.500 Silver,18137000,,,,,,,,,,,,,,,,,,
Shilling,1928,George V,Lion on Crown,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1929,George V,Lion on Crown,,Business Strike,.500 Silver,19343000,,,,,,,,,,,,,,,,,,
Shilling,1929,George V,Lion on Crown,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1930,George V,Lion on Crown,,Business Strike,.500 Silver,3137000,,,,,,,,,,,,,,,,,,
Shilling,1930,George V,Lion on Crown,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1931,George V,Lion on Crown,,Business Strike,.500 Silver,6994000,,,,,,,,,,,,,,,,,,
Shilling,1931,George V,Lion on Crown,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1932,George V,Lion on Crown,,Business Strike,.500 Silver,12168000,,,,,,,,,,,,,,,,,,
Shilling,1932,George V,Lion on Crown,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1933,George V,Lion on Crown,,Business Strike,.500 Silver,11512000,,,,,,,,,,,,,,,,,,
Shilling,1933,George V,Lion on Crown,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1934,George V,Lion on Crown,,Business Strike,.500 Silver,6138000,,,,,,,,,,,,,,,,,,
Shilling,1934,George V,Lion on Crown,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1935,George V,Lion on Crown,,Business Strike,.500 Silver,9183000,,,,,,,,,,,,,,,,,,
Shilling,1935,George V,Lion on Crown,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1936,George V,Lion on Crown,,Business Strike,.500 Silver,11911000,,,,,,,,,,,,,,,,,,
Shilling,1936,George V,Lion on Crown,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1937,George VI,Lion on Crown,,Business Strike,.500 Silver,8359000,,,,,,,,,,,,,,,,,,
Shilling,1937,George VI,Lion on Crown,,Proof,.500 Silver,26000,,,,,,,,,,,,,,,,,,
Shilling,1937,George VI,Lion on Crown,,Matte Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1937,George VI,Scottish Crest,,Business Strike,.500 Silver,6749000,,,,,,,,,,,,,,,,,,
Shilling,1937,George VI,Scottish Crest,,Proof,.500 Silver,26000,,,,,,,,,,,,,,,,,,
Shilling,1937,George VI,Scottish Crest,,Matte Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1938,George VI,Lion on Crown,,Business Strike,.500 Silver,4833000,,,,,,,,,,,,,,,,,,
Shilling,1938,George VI,Lion on Crown,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1938,George VI,Scottish Crest,,Business Strike,.500 Silver,4798000,,,,,,,,,,,,,,,,,,
Shilling,1938,George VI,Scottish Crest,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1939,George VI,Lion on Crown,,Business Strike,.500 Silver,11053000,,,,,,,,,,,,,,,,,,
Shilling,1939,George VI,Lion on Crown,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1939,George VI,Scottish Crest,,Business Strike,.500 Silver,10264000,,,,,,,,,,,,,,,,,,
Shilling,1939,George VI,Scottish Crest,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1940,George VI,Lion on Crown,,Business Strike,.500 Silver,11099000,,,,,,,,,,,,,,,,,,
Shilling,1940,George VI,Lion on Crown,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1940,George VI,Scottish Crest,,Business Strike,.500 Silver,9913000,,,,,,,,,,,,,,,,,,
Shilling,1940,George VI,Scottish Crest,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1941,George VI,Lion on Crown,,Business Strike,.500 Silver,11392000,,,,,,,,,,,,,,,,,,
Shilling,1941,George VI,Lion on Crown,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1941,George VI,Scottish Crest,,Business Strike,.500 Silver,8086000,,,,,,,,,,,,,,,,,,
Shilling,1941,George VI,Scottish Crest,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1942,George VI,Lion on Crown,,Business Strike,.500 Silver,17454000,,,,,,,,,,,,,,,,,,
Shilling,1942,George VI,Lion on Crown,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1942,George VI,Scottish Crest,,Business Strike,.500 Silver,13677000,,,,,,,,,,,,,,,,,,
Shilling,1942,George VI,Scottish Crest,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1943,George VI,Lion on Crown,,Business Strike,.500 Silver,11404000,,,,,,,,,,,,,,,,,,
Shilling,1943,George VI,Lion on Crown,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1943,George VI,Scottish Crest,,Business Strike,.500 Silver,9824000,,,,,,,,,,,,,,,,,,
Shilling,1943,George VI,Scottish Crest,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1944,George VI,Lion on Crown,,Business Strike,.500 Silver,11587000,,,,,,,,,,,,,,,,,,
Shilling,1944,George VI,Lion on Crown,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1944,George VI,Scottish Crest,,Business Strike,.500 Silver,10990000,,,,,,,,,,,,,,,,,,
Shilling,1944,George VI,Scottish Crest,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1945,George VI,Lion on Crown,,Business Strike,.500 Silver,15143000,,,,,,,,,,,,,,,,,,
Shilling,1945,George VI,Lion on Crown,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1945,George VI,Scottish Crest,,Business Strike,.500 Silver,15106000,,,,,,,,,,,,,,,,,,
Shilling,1945,George VI,Scottish Crest,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1946,George VI,Lion on Crown,,Business Strike,.500 Silver,18664000,,,,,,,,,,,,,,,,,,
Shilling,1946,George VI,Lion on Crown,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1946,George VI,Scottish Crest,,Business Strike,.500 Silver,16382000,,,,,,,,,,,,,,,,,,
Shilling,1946,George VI,Scottish Crest,,Proof,.500 Silver,,,,,,,,,,,,,,,,,,,
Shilling,1947,George VI,Lion on Crown,,Business Strike,CuNi,12121000,,,,,,,,,,,,,,,,,,
Shilling,1947,George VI,Lion on Crown,,Proof,CuNi,,,,,,,,,,,,,,,,,,,
Shilling,1947,George VI,Scottish Crest,,Business Strike,CuNi,12283000,,,,,,,,,,,,,,,,,,
Shilling,1947,George VI,Scottish Crest,,Proof,CuNi,,,,,,,,,,,,,,,,,,,
Shilling,1948,George VI,Lion on Crown,,Business Strike,CuNi,45577000,,,,,,,,,,,,,,,,,,
Shilling,1948,George VI,Lion on Crown,,Proof,CuNi,,,,,,,,,,,,,,,,,,,
Shilling,1948,George VI,Scottish Crest,,Business Strike,CuNi,45352000,,,,,,,,,,,,,,,,,,
Shilling,1948,George VI,Scottish Crest,,Proof,CuNi,,,,,,,,,,,,,,,,,,,
Shilling,1949,George VI,Lion on Crown,,Business Strike,CuNi,19328000,,,,,,,,,,,,,,,,,,
Shilling,1949,George VI,Lion on Crown,,Proof,CuNi,,,,,,,,,,,,,,,,,,,
Shilling,1949,George VI,Scottish Crest,,Business Strike,CuNi,21243000,,,,,,,,,,,,,,,,,,
Shilling,1949,George VI,Scottish Crest,,Proof,CuNi,,,,,,,,,,,,,,,,,,,
Shilling,1950,George VI,Lion on Crown,,Business Strike,CuNi,19244000,,,,,,,,,,,,,,,,,,
Shilling,1950,George VI,Lion on Crown,,Proof,CuNi,18000,,,,,,,,,,,,,,,,,,
Shilling,1950,George VI,Lion on Crown,,Matte Proof,CuNi,,,,,,,,,,,,,,,,,,,
Shilling,1950,George VI,Scottish Crest,,Business Strike,CuNi,14300000,,,,,,,,,,,,,,,,,,
Shilling,1950,George VI,Scottish Crest,,Proof,CuNi,18000,,,,,,,,,,,,,,,,,,
Shilling,1950,George VI,Scottish Crest,,Matte Proof,CuNi,,,,,,,,,,,,,,,,,,,
Shilling,1951,George VI,Lion on Crown,,Business Strike,CuNi,9957000,,,,,,,,,,,,,,,,,,
Shilling,1951,George VI,Lion on Crown,,Proof,CuNi,20000,,,,,,,,,,,,,,,,,,
Shilling,1951,George VI,Lion on Crown,,Matte Proof,CuNi,,,,,,,,,,,,,,,,,,,
Shilling,1951,George VI,Scottish Crest,,Business Strike,CuNi,10961000,,,,,,,,,,,,,,,,,,
Shilling,1951,George VI,Scottish Crest,,Proof,CuNi,20000,,,,,,,,,,,,,,,,,,
Shilling,1951,George VI,Scottish Crest,,Matte Proof,CuNi,,,,,,,,,,,,,,,,,,,
Shilling,1952,George VI,Lion on Crown,,Matte Proof,CuNi,,,,,,,,,,,,,,,,,,,
Shilling,1953,Elizabeth II,English Shield,,Business Strike,CuNi,41943000,,,,,,,,,,,,,,,,,,
Shilling,1953,Elizabeth II,English Shield,,Proof,CuNi,40000,,,,,,,,,,,,,,,,,,
Shilling,1953,Elizabeth II,English Shield,,Matte Proof,CuNi,,,,,,,,,,,,,,,,,,,
Shilling,1953,Elizabeth II,Scottish Shield,,Business Strike,CuNi,20664000,,,,,,,,,,,,,,,,,,
Shilling,1953,Elizabeth II,Scottish Shield,,Proof,CuNi,40000,,,,,,,,,,,,,,,,,,
Shilling,1953,Elizabeth II,Scottish Shield,,Matte Proof,CuNi,,,,,,,,,,,,,,,,,,,
Shilling,1954,Elizabeth II,English Shield,,Business Strike,CuNi,30162000,,,,,,,,,,,,,,,,,,
Shilling,1954,Elizabeth II,English Shield,,Proof,CuNi,,,,,,,,,,,,,,,,,,,
Shilling,1954,Elizabeth II,Scottish Shield,,Business Strike,CuNi,26772000,,,,,,,,,,,,,,,,,,
Shilling,1954,Elizabeth II,Scottish Shield,,Proof,CuNi,,,,,,,,,,,,,,,,,,,
Shilling,1954,Elizabeth II,Scottish Shield,,Matte Proof,CuNi,,,,,,,,,,,,,,,,,,,
Shilling,1955,Elizabeth II,English Shield,,Business Strike,CuNi,45260000,,,,,,,,,,,,,,,,,,
Shilling,1955,Elizabeth II,English Shield,,Proof,CuNi,,,,,,,,,,,,,,,,,,,
Shilling,1955,Elizabeth II,Scottish Shield,,Business Strike,CuNi,27951000,,,,,,,,,,,,,,,,,,
Shilling,1955,Elizabeth II,Scottish Shield,,Proof,CuNi,,,,,,,,,,,,,,,,,,,
Shilling,1956,Elizabeth II,English Shield,,Business Strike,CuNi,44970000,,,,,,,,,,,,,,,,,,
Shilling,1956,Elizabeth II,English Shield,,Proof,CuNi,,,,,,,,,,,,,,,,,,,
Shilling,1956,Elizabeth II,Scottish Shield,,Business Strike,CuNi,42854000,,,,,,,,,,,,,,,,,,
Shilling,1956,Elizabeth II,Scottish Shield,,Proof,CuNi,,,,,,,,,,,,,,,,,,,
